coord,name,price,url,,,,,,,,,,,,,
"(-87.6268461496511, 41.8936986428633)",Hotel Cass - A Holiday Inn Express at Magnificent Mile,211.5,www.booking.com/hotel/us/holiday-inn-express-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=18184808_94324624_0_1_0,all_sr_blocks=18184808_94324624_0_1_0,room1=A%2CA,hpos=28,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX43,from=searchresults,highlight_room=
"(-87.6301543414593, 41.9052035906675)",Hotel Indigo Chicago Downtown,266,www.booking.com/hotel/us/indigo.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=18188808_95441594_0_0_0,all_sr_blocks=18188808_95441594_0_0_0,room1=A%2CA,hpos=31,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX46,from=searchresults,highlight_room=
"(-87.6216597855091, 41.8933428484481)",Ivy Boutique Hotel,249,www.booking.com/hotel/us/ivy-boutique-hotel.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=38334503_96335029_0_0_0,all_sr_blocks=38334503_96335029_0_0_0,room1=A%2CA,hpos=33,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX48,from=searchresults,highlight_room=
"(-87.6282030344009, 41.894196392345)",Dana Hotel And Spa,344,www.booking.com/hotel/us/d-spa-chicago-illinois.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5841609_91903535_0_0_0,all_sr_blocks=5841609_91903535_0_0_0,room1=A%2CA,hpos=34,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX49,from=searchresults,highlight_room=
"(-87.6342809200287, 41.9152957643711)","Hotel Lincoln, a Joie de Vivre Hotel",269,www.booking.com/hotel/us/lincoln-a-joie-de-vivre.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=37440016_91727255_2_2_0,all_sr_blocks=37440016_91727255_2_2_0,room1=A%2CA,hpos=35,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX50,from=searchresults,highlight_room=
"(-87.6311279833317, 41.8792732045037)","Club Quarters Hotel, Central Loop",284,www.booking.com/hotel/us/club-quarters-central-loop.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5606503_97388050_0_0_0,all_sr_blocks=5606503_97388050_0_0_0,room1=A%2CA,hpos=36,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX51,from=searchresults,highlight_room=
"(-87.6217161118985, 41.8991317488166)",Raffaello Hotel,317.5,www.booking.com/hotel/us/raffaello.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5626001_91903186_0_0_0,all_sr_blocks=5626001_91903186_0_0_0,room1=A%2CA,hpos=37,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX52,from=searchresults,highlight_room=
"(-87.6246486, 41.8947545)",Omni Chicago Hotel,369,www.booking.com/hotel/us/omni-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=137190405_86519026_2_0_0,all_sr_blocks=137190405_86519026_2_0_0,room1=A%2CA,hpos=38,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX53,from=searchresults,highlight_room=
"(-87.6400892436504, 41.8745520110075)",Holiday Inn Hotel & Suites Chicago - Downtown,288,www.booking.com/hotel/us/holiday-inn-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=18186714_94324666_0_34_0,all_sr_blocks=18186714_94324666_0_34_0,room1=A%2CA,hpos=40,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX55,from=searchresults,highlight_room=
"(-87.6311548054219, 41.8793221321365)",Central Loop Hotel,284,www.booking.com/hotel/us/c-l-chicago-illinois.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5936901_97399268_0_0_0,all_sr_blocks=5936901_97399268_0_0_0,room1=A%2CA,hpos=41,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX56,from=searchresults,highlight_room=
"(-87.6195180416107, 41.8894074143239)",Sheraton Grand Chicago,314,www.booking.com/hotel/us/sheraton-chicago-towers.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5672017_94106769_2_2_0,all_sr_blocks=5672017_94106769_2_2_0,room1=A%2CA,hpos=42,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX57,from=searchresults,highlight_room=
"(-87.631152, 41.880835)",Hyatt Centric The Loop Chicago,328,www.booking.com/hotel/us/hyatt-centric-the-loop-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=131690315_93779470_2_42_0,all_sr_blocks=131690315_93779470_2_42_0,room1=A%2CA,hpos=43,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX58,from=searchresults,highlight_room=
"(-87.6664754748344, 41.8736532671477)",Marriott Chicago at Medical District,313,www.booking.com/hotel/us/marriott-chicago-at-medical-district.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=7579102_95463783_0_2_0,all_sr_blocks=7579102_95463783_0_2_0,room1=A%2CA,hpos=44,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX59,from=searchresults,highlight_room=
"(-87.6214170455933, 41.8999532729479)",Residence Inn by Marriott Chicago Downtown/Magnificent Mile,269,www.booking.com/hotel/us/residence-inn-chicago-downtown-magnificent-mile-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=26564701_94375223_0_1_0,all_sr_blocks=26564701_94375223_0_1_0,room1=A%2CA,hpos=45,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX60,from=searchresults,highlight_room=
"(-87.629469037056, 41.8907382211841)",Hampton Inn & Suites Chicago-Downtown,269,www.booking.com/hotel/us/hampton-inn-suites-chicago-downtown.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=2877819_96979110_2_1_0,all_sr_blocks=2877819_96979110_2_1_0,room1=A%2CA,hpos=2,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX57,from=searchresults,highlight_room=
"(-87.6244103908539, 41.8752889715422)",Congress Plaza Hotel,229,www.booking.com/hotel/us/congress-plaza.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5624405_91903183_0_0_0,all_sr_blocks=5624405_91903183_0_0_0,room1=A%2CA,hpos=4,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX59,from=searchresults,highlight_room=
"(-87.6256093382835, 41.8934939664807)",AC Hotel Chicago Downtown,364,www.booking.com/hotel/us/rush.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=119319610_93777140_0_0_0,all_sr_blocks=119319610_93777140_0_0_0,room1=A%2CA,hpos=5,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX60,from=searchresults,highlight_room=
"(-87.6199934631586, 41.891323248285)",Embassy Suites Chicago Downtown Magnificent Mile,299,www.booking.com/hotel/us/embassy-suites-chicago-downtown-lakefront.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=2880901_93694005_2_1_0,all_sr_blocks=2880901_93694005_2_1_0,room1=A%2CA,hpos=6,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX61,from=searchresults,highlight_room=
"(-87.6434983313083, 41.9475287282562)",Majestic Hotel,274,www.booking.com/hotel/us/majestic.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5670701_91458826_0_1_0,all_sr_blocks=5670701_91458826_0_1_0,room1=A%2CA,hpos=7,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX62,from=searchresults,highlight_room=
"(-87.6244338048588, 41.871516702033)",Chicago's Essex Inn,228.5,www.booking.com/hotel/us/essex-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=119324602_97566379_2_0_0,all_sr_blocks=119324602_97566379_2_0_0,room1=A%2CA,hpos=8,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX63,from=searchresults,highlight_room=
"(-87.705922, 41.989345)",Rodeway Inn Chicago,84,www.booking.com/hotel/us/rodeway-inn-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=50167203_95432346_0_0_0,all_sr_blocks=50167203_95432346_0_0_0,room1=A%2CA,hpos=9,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX64,from=searchresults,highlight_room=
"(-87.629735916853, 41.8896210641051)",SpringHill Suites Chicago Downtown/River North,284.5,www.booking.com/hotel/us/springhill-suites-chicago-downtown-river-north.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=26531201_94374802_0_1_0,all_sr_blocks=26531201_94374802_0_1_0,room1=A%2CA,hpos=10,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX65,from=searchresults,highlight_room=
"(-87.6437491178513, 41.9341264948334)",The Willows Hotel,233,www.booking.com/hotel/us/the-willows.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5670614_91458822_0_1_0,all_sr_blocks=5670614_91458822_0_1_0,room1=A%2CA,hpos=11,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX66,from=searchresults,highlight_room=
"(-87.6269665360451, 41.880635176044)",The Palmer House Hilton,279,www.booking.com/hotel/us/the-palmer-house.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=2880136_97009249_2_2_0,all_sr_blocks=2880136_97009249_2_2_0,room1=A%2CA,hpos=14,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX69,from=searchresults,highlight_room=
"(-87.6297573745251, 41.8896210641052)",Residence Inn by Marriott Chicago Downtown/River North,294.5,www.booking.com/hotel/us/residence-inn-chicago-downtown-river-north.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=26531501_94374812_0_1_0,all_sr_blocks=26531501_94374812_0_1_0,room1=A%2CA,hpos=15,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX70,from=searchresults,highlight_room=
"(-87.585159, 41.805452)",La Quinta Inn & Suites Chicago Lake Shore,229,www.booking.com/hotel/us/la-quinta-inn-amp-suites-chicago-lake-shore.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=140045002_91861272_0_1_0,all_sr_blocks=140045002_91861272_0_1_0,room1=A%2CA,hpos=16,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX71,from=searchresults,highlight_room=
"(-87.6315759122372, 41.8947274805686)",Hotel Felix,274,www.booking.com/hotel/us/felix.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=17757401_88763702_0_0_0,all_sr_blocks=17757401_88763702_0_0_0,room1=A%2CA,hpos=18,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX73,from=searchresults,highlight_room=
"(-87.627140879631, 41.8985757416762)",Sofitel Chicago Magnificent Mile,360,www.booking.com/hotel/us/chicago-water-tower.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5747811_91459021_0_2_0,all_sr_blocks=5747811_91459021_0_2_0,room1=A%2CA,hpos=19,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX74,from=searchresults,highlight_room=
"(-87.62903713111, 41.877141)",Orchid Apartment,299.5,www.booking.com/hotel/us/orchid-apartment.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=147780901_88763887_2_0_0,all_sr_blocks=147780901_88763887_2_0_0,room1=A%2CA,hpos=20,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX75,from=searchresults,highlight_room=
"(-87.624426484108, 41.8725038551956)",Hilton Chicago,309,www.booking.com/hotel/us/hilton-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=2973402_94247642_2_0_0,all_sr_blocks=2973402_94247642_2_0_0,room1=A%2CA,hpos=22,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX77,from=searchresults,highlight_room=
"(-87.6305137574673, 41.8909408847624)",Fairfield Inn and Suites Chicago Downtown-River North,269,www.booking.com/hotel/us/inn-and-suites-chicago-downtown-river-north.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=44674201_94468046_0_1_0,all_sr_blocks=44674201_94468046_0_1_0,room1=A%2CA,hpos=24,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX79,from=searchresults,highlight_room=
"(-87.6812615665858, 41.8986946561923)",2142 West Walton Apartment,328,www.booking.com/hotel/us/spacious-in-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=134251201_96907106_8_0_0,all_sr_blocks=134251201_96907106_8_0_0,room1=A%2CA,hpos=25,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX80,from=searchresults,highlight_room=
"(-87.5856846570969, 41.8061374882254)",Chicago Lake Shore Hotel,92.5,www.booking.com/hotel/us/r-chicago-chicago-illinois.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=5755201_91903392_0_0_0,all_sr_blocks=5755201_91903392_0_0_0,room1=A%2CA,hpos=26,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX81,from=searchresults,highlight_room=
"(-87.62903712111, 41.877141)",Flame Apartment,204.5,www.booking.com/hotel/us/flame-apartment.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=147779001_88763851_2_0_0,all_sr_blocks=147779001_88763851_2_0_0,room1=A%2CA,hpos=27,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX82,from=searchresults,highlight_room=
"(-87.626039, 41.886076)",Virgin Hotels Chicago,381.5,www.booking.com/hotel/us/virgin-hotels-chicago-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=125011206_95591738_0_0_0,all_sr_blocks=125011206_95591738_0_0_0,room1=A%2CA,hpos=28,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX83,from=searchresults,highlight_room=
"(-87.6219199597836, 41.8996697834334)",Hilton Chicago/Magnificent Mile Suites,259,www.booking.com/hotel/us/hilton-suites-chicago-magnificent-mile.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=2972828_93694284_2_2_0,all_sr_blocks=2972828_93694284_2_2_0,room1=A%2CA,hpos=29,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX84,from=searchresults,highlight_room=
"(-87.7399384975433, 41.7223027526236)",Hilton Chicago/Oak Lawn,179,www.booking.com/hotel/us/hilton-oak-lawn.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=27270202_95460430_2_2_0,all_sr_blocks=27270202_95460430_2_2_0,room1=A%2CA,hpos=31,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX86,from=searchresults,highlight_room=
"(-87.629037, 41.87714113111)",Peru Apartment,299.5,www.booking.com/hotel/us/peru-apartment.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=147781101_88763893_2_0_0,all_sr_blocks=147781101_88763893_2_0_0,room1=A%2CA,hpos=32,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX87,from=searchresults,highlight_room=
"(-87.6247114241232, 41.8874114515566)",Comfort Suites Michigan Avenue,344,www.booking.com/hotel/us/comfort-suites-michigan-avenue.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=18075302_93712602_2_1_0,all_sr_blocks=18075302_93712602_2_1_0,room1=A%2CA,hpos=33,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX88,from=searchresults,highlight_room=
"(-87.6455783843995, 41.9441552419022)",BEST WESTERN PLUS Hawthorne Terrace Hotel,323.5,www.booking.com/hotel/us/best-western-hawthorne-terrace.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=7842112_93707231_2_1_0,all_sr_blocks=7842112_93707231_2_1_0,room1=A%2CA,hpos=34,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX89,from=searchresults,highlight_room=
"(-87.6410568110103, 41.9083961196286)",The Sono Chicago,274,www.booking.com/hotel/us/the-sono-chicago.en-gb.html?label=gen173nr-1FCAQoggJCDWNpdHlfMjAwMzMxNzNIM2IFbm9yZWZyBXVzX2lsiAEBmAEuuAEKyAEF2AEB6AEB-AELqAID,sid=28e69b52be3281ae5b7ba8b2459908ad,checkin=2017-06-06,checkout=2017-06-08,ucfs=1,highlighted_blocks=156520603_95630847_2_1_0,all_sr_blocks=156520603_95630847_2_1_0,room1=A%2CA,hpos=35,dest_type=city,dest_id=20033173,srfid=4a03b0b55938edff661815f856f13538dd1a32faX90,from=searchresults,highlight_room=
